question,prediction,truth,exact_match,f1
Ai là đối tác của TCM trong TCM Wineclub?,Laithwaite,Laithwaite,1,1.0
Trong những năm đã Turner Classic Movies xuất hiện trên truyền hình cáp Canada?,tám năm trước,2005,0,0.0
"Trong những tháng, năm đã Rogers Cable thêm TCM để chương trình phát sóng analog của nó?",tháng 2 năm 2007.,tháng 2 năm 2007,0,0.75
tên của kênh spinoff TCM hoạt động ở Anh là gì?,TCM 2.,TCM 2,0,0.5
nguồn được chấp nhận kiến thức trong hệ thống Astika là gì?,điều,Vedas,0,0.0
Trong nhiều thế kỷ những gì các tác phẩm của các học giả được sử dụng để tranh luận triết lý?,"āstika triết lý và với nāstika triết lý,",18 và 19,0,0.18181818181818182
Mà học Hindu nhấn mạnh thuyết nhị nguyên giữa ý thức và vật chất?,vật chất và năng lượng,Samkhya,0,0.0
tên Samkhya cho ý thức là gì?,lý thuyết về Gunas,Puruṣa,0,0.0
từ trường Samkhya cho vấn đề là gì?,lý thuyết về Gunas,Prakriti,0,0.0
"Tiểu bang nào của guna rằng lòng từ bi, tính tích cực, và sự tốt lành là gì?",Sattva,Sattva,1,1.0
tiểu bang nào trong cuộc sống không yoga tin có thể đạt được?,prāmaṇas,giải phóng / tự do,0,0.0
Ai được ghi với darsana Vaisesika?,Alifa Rifaat,Kanada Kasyapa,0,0.0
"Bên cạnh sự thiếu hiểu biết, những gì hiện kiến ​​thức sai bao gồm trong Nyaya?",ảo tưởng.,ảo tưởng,0,0.5
Có bao nhiêu cách nào Mimamsa tách thành subschools?,thiết lập các tiêu chuẩn khác nhau,nhiều,0,0.0
học gì nghĩ rằng ngôn ngữ được cho là được mở rộng để mô tả và phát triển?,Noam Chomsky,Vedantins,0,0.0
nguồn được chấp nhận kiến thức trong hệ thống Astika là gì?,điều,Vedas,0,0.0
Trong nhiều thế kỷ những gì các tác phẩm của các học giả được sử dụng để tranh luận triết lý?,"āstika triết lý và với nāstika triết lý,",18 và 19,0,0.18181818181818182
Mà học Hindu nhấn mạnh thuyết nhị nguyên giữa ý thức và vật chất?,vật chất và năng lượng,Samkhya,0,0.0
tên Samkhya cho ý thức là gì?,lý thuyết về Gunas,Puruṣa,0,0.0
từ trường Samkhya cho vấn đề là gì?,lý thuyết về Gunas,Prakriti,0,0.0
"Tiểu bang nào của guna rằng lòng từ bi, tính tích cực, và sự tốt lành là gì?",Sattva,Sattva,1,1.0
tiểu bang nào trong cuộc sống không yoga tin có thể đạt được?,prāmaṇas,giải phóng / tự do,0,0.0
Ai được ghi với darsana Vaisesika?,Alifa Rifaat,Kanada Kasyapa,0,0.0
"Bên cạnh sự thiếu hiểu biết, những gì hiện kiến thức sai bao gồm trong Nyaya?",ảo tưởng.,ảo tưởng,0,0.5
Có bao nhiêu cách nào Mimamsa tách thành subschools?,thiết lập các tiêu chuẩn khác nhau,nhiều,0,0.0
học gì nghĩ rằng ngôn ngữ được cho là được mở rộng để mô tả và phát triển?,Noam Chomsky,Vedantins,0,0.0
nghĩa là gì,họ điều,Advaita,0,0.0
Ai là người lãnh đạo trong việc thúc đẩy triết lý của Visistadvaita?,57277b03dd62a815002e9e10,Ramanuja,0,0.0
triết lý của thuyết nhị nguyên là gì?,Shaivism,Viśiṣṭādvaita,0,0.0
hạnh phúc gì Ramanuja đã tin là hiện thân của Brahman,Vishnu,Vishnu,1,1.0
Những gì không Dvaita Vedanta đưa ra giả thuyết về sự tồn tại?,"nhị nguyên của kinh Veda,",hai thực tại riêng biệt,0,0.0
Để những gì thực thể là Vedanta Vishnu tương tự trong các tôn giáo khác?,"tự cao,",độc thần Thiên Chúa,0,0.0
Ai đã trường Dvaita nhận mình là Đấng Tối Cao?,Brahman,Vishnu,0,0.0
các loại tồn tại trong Dvaitadvaita là gì?,họ,"Brahman, linh hồn, và quan trọng",0,0.0
Ai được đặt tên như là thực thể cao nhất thờ trong Dvaitadvaita?,"Cải,",Krishna,0,0.0
Ai báo cáo các trường chính của Shaivism?,Vidyaranya,Vidyaranya,1,1.0
Ai đã tổ chức triết lý Pasupata?,Aristotle.,Lakulish,0,0.0
Trong những gì staet được sự không có cảm giác coi là?,"hồng ngoại nhiệt cảm giác rắn,",bất tỉnh,0,0.0
"Đối với Pasupatas, làm thế nào được các công đoàn của linh hồn với Thiên Chúa đạt được?",Linh hồn được tôn cao hơn phần còn lại,qua trí tuệ,0,0.0
Làm thế nào được các đảng chính trị được bầu vào nền dân chủ?,được bầu bởi cử tri để chạy một chính phủ.,cử tri,0,0.33333333333333337
một số quốc gia có nhiều đảng chính trị mạnh mẽ như thế nào?,chẳng hạn như Đức và Ấn Độ,Đức và Ấn Độ,0,0.7272727272727273
Đặt tên cho một quốc gia mà có một hệ thống chính trị độc đảng.,Trung Quốc.,Trung Quốc,0,0.5
hai đảng phái chính trị quyền lực nhất ở Mỹ là gì?,không,Đảng Dân chủ và Đảng Cộng hòa,0,0.0
Trong khoảng thời gian đã làm những gì các phe phái chính trị đầu tiên bắt đầu xuất hiện?,"có những điều luật cấm các đảng chính trị,",cuối thế kỷ 17 Anh,0,0.0
Trong những năm nào các Jacobite tăng thất bại?,"chiến tranh Ả Rập-Byzantine,",1715,0,0.0
Đặt tên cho hai người là khái niệm về quyền phổ quát ảnh hưởng đến Whigs.,Locke và Algernon Sidney.,Locke và Algernon Sidney,0,0.75
Ai là người lãnh đạo của Rockingham Whigs?,"Sir William Wyndham),",Charles Watson-Wentworth,0,0.0
Trong những năm đã được các tuyên ngôn Tamworth giới thiệu?,một,1834,0,0.0
Ai là người lãnh đạo của đảng chính trị Ireland vào những năm 1880?,Thứ Sáu Tuần Thánh năm 1998. .,Charles Stewart Parnell,0,0.0
Ai chịu trách nhiệm về phí thành viên và chi phí?,Công,đảng quỹ,0,0.0
Ai chịu trách nhiệm tuyển dụng và duy trì đảng viên?,đảng quỹ,ghế bên,0,0.0
Là sự điều hành của đảng phái George Washington?,phi đảng phái.,Chính quyền của George Washington và vài phiên đầu tiên của Quốc hội Hoa Kỳ đã phi đảng phái,0,0.18181818181818182
Những gì phe phái trong hệ thống đảng phái phát triển thành?,đảng phái chính trị.,đảng phái chính trị,0,0.75
Khi đã phát xít Đức trong một hệ thống độc đảng?,giữa năm 1934 và 1945.,năm 1934 và 1945,0,0.6666666666666665
hệ thống độc đảng là gì thường được so sánh với?,"một hệ thống hai đảng,",chế độ độc tài và bạo ngược,0,0.0
một số trong những lý do cho sự thất bại của một bên là gì?,rút tờ đô la và những nỗ lực công khai yếu,"hoàn cảnh chính trị, xã hội và kinh tế, và dư luận xã hội",0,0.08
Bên nào là chống chế độ nô lệ?,Các dân Ả Rập,Dân chủ Đảng,0,0.0
Khi nào bên đó dựa trên sự đóng góp bắt đầu chạy vào vấn đề?,nửa sau của thế kỷ 20,nửa sau của thế kỷ 20,1,1.0
"Ở Anh, những gì được trao cho những người giúp tài trợ cho các bên?",ngân,peerages,0,0.0
Ai được phát hiện được bán peerages?,Lloyd George,Lloyd George,1,1.0
Bao nhiêu phần trăm của các quốc gia cung cấp kinh phí trực tiếp?,58%,58%,1,1.0
Bao nhiêu phần trăm của các quốc gia cung cấp kinh phí gián tiếp?,60%,60%,1,1.0
khác xuất hiện phổ biến của sự ủng hộ quốc tế cho một bữa tiệc là gì?,.,Phát triển liên kết giữa các bên tư tưởng liên kết,0,0.0
màu xanh lá cây để làm gì bên là?,chất màu.,"đảng Hồi giáo, bên nông nghiệp Bắc Âu và các bên cộng hòa Ailen",0,0.0
Ai đã thu hút một sự khác biệt giữa các bên cán bộ và bên hàng loạt?,Nhà khoa học chính trị Pháp Maurice Duverger,Maurice Duverger,0,0.4
một ví dụ về một bữa tiệc hàng loạt là gì?,một bữa tiệc cho tội phạm cụ thể.,bên xã hội chủ nghĩa,0,0.0
Tại thời điểm những gì đã Renaissance âm sắc trở nên phổ biến một lần nữa?,1400-1600.,thế kỷ 19,0,0.0
Ai là một nhà soạn nhạc được biết đến của A cappella nhạc trong thế kỷ 15?,Gregorian,Josquin des Prez,0,0.0
Một số tác phẩm đã được tìm thấy sau khi chết mà nhà soạn nhạc không?,không,Andrea Gabrieli,0,0.0
Ai sáng tác một mảnh Venetian theo kiểu phổ biến vào năm 1675?,Nikolai Diletsky.,Nikolai Diletsky,0,0.5
Một cappella tồn tại ở một số nhà thờ phụng vụ như một ảnh hưởng từ thời nào chẳng biết?,thế kỷ 16,thời các Tông Đồ,0,0.0
"Ai được trích dẫn cho biết cụ trong nghi lễ tôn giáo cũng giống như ""Một tiếng chuông bò trong một buổi hòa nhạc""",.,Alexander Campbell,0,0.0
Ai là tác giả của The Heart of Midlothian sự?,Sir Walter Scott,Sir Walter Scott,1,1.0
Có gì không từ chối các công cụ trong âm nhạc Christian khả năng xuất phát từ?,Không có sự phản đối bằng văn bản,một giải thích về lịch sử,0,0.0
một trong những công cụ là gì vẫn sử dụng ngày nay bởi các giáo đường Do Thái?,"Kinh Thánh Hebrew,",shofar,0,0.0
Các shofar ngừng được sử dụng vào cuối những gì sự kiện của người Do Thái?,Rosh Chodesh Elul đến cuối Yom Kippur.,Yom Kippur,0,0.22222222222222224
Khi nào a cappella bắt đầu nắm lấy tại Hoa Kỳ?,Berkeley,1911,0,0.0
Có bao nhiêu ca sĩ thường trong ca đoàn?,.,40 đến 80,0,0.0
"Trong a cappella, những gì làm tiếng nói không góp giọng hát chì hoặc một dòng bass đóng góp?",chordal hoặc đệm polyphonic.,chordal hoặc đệm polyphonic,0,0.75
tên của a cappella âm nhạc đầu tiên mở 28 tháng một năm 1994 là gì?,"Madrigal,",Avenue X,0,0.0
Ai chịu trách nhiệm về lời bài hát của Avenue X?,.,Ray Leslee,0,0.0
tên của diễn viên đóng vai tàu điện ngầm beat boxer là gì?,.,Chesney Tuyết,0,0.0
Có gì nhóm chủng tộc đã được chủ yếu tham gia vào babershop a cappella trong những ngày đầu tiên?,Tiếng Hin-ddi-English College.,người Mỹ gốc Phi,0,0.0
Điều gì đã làm một tổ chức cappella thành lập vào năm 1938 thay đổi tên thành vào năm 2004?,"Đầu tiên co-ed Nam Á a cappella là Anokha,",Barbershop Harmony Society,0,0.0
Có bao nhiêu người hiện đang có thành viên đến BHS?,"Ước,",trên 22.000,0,0.0
Trong những năm đã Sweet Adelines trở thành một nhóm quốc tế?,Trong 1953,1953,0,0.6666666666666666
Khi nào Sweet Adelines thay đổi tên của họ để thừa nhận tầm quốc tế của họ?,1991.,1991,0,0.0
Có bao nhiêu phụ nữ là thành viên của Adelines ngọt?,gần 25.000,gần 25.000,1,1.0
Ai tiết lộ những nguyên nhiều cho sự tham gia nặng của Thụy Điển trong một cappella?,Berkeley,Richard Sparks,0,0.0
Có gì nhà soạn nhạc nổi tiếng đã từng là một thành viên của The Whiffenpoofs?,Clara Shumann,Cole Porter,0,0.0
Có gì phổ biến một cuộc thi capella không riêng cho các nhóm trường đại học?,cuộc thi thực tế.,Xổ Harmony,0,0.0
"In The Sing-Off, nơi nào các nhóm không phải từ Hoa Kỳ đến từ đâu?",bắt chước,Puerto Rico,0,0.0
Những loại nhạc nào các ca sĩ Swingle thực hiện thi đua cụ gì?,Baroque và âm nhạc cổ điển.,Baroque và âm nhạc cổ điển,0,0.8333333333333334
Điều gì đã làm các ca sĩ Swingle chủ yếu sử dụng để mô phỏng nhạc cụ?,được họ điều là..,lời vô nghĩa,0,0.0
Điều gì đã được sử dụng để thực hiện một ghi capella của The Who Bán Out?,được họ điều,một máy ghi bốn-track,0,0.0
"Trong suốt thời Trung Cổ, những người đã không còn hy vọng ở lại đằng sau những bức tường cách xa người bình thường?",Khoảng,Đàn ông của Thiên Chúa,0,0.0
"Năm 1203, những gì khu vực là một thành trì của Cathar?",miền Nam nước Pháp,miền Nam nước Pháp,1,1.0
Làm thế nào các Cathars sống ở đâu?,"kiếm sống bằng van xin,",trong tình trạng tự hy sinh,0,0.0
nhóm những gì đã quá cũ Thầy Dòng Đa Minh?,họ,nữ tu Dominica,0,0.0
Dominic nghiên cứu trong những thành phố?,Palencia,Palencia,1,1.0
giáo dục Dominic đã giúp ông vượt qua ai?,các Manicheans.,các Manicheans,0,0.5
Ai đã Dominic ủy thác để bắt đầu đi học của mình?,Matthew Paris,Matthew Paris,1,1.0
Ai mời Dominic để ở lại Nhà thờ Santa Sabina La Mã?,Đức Giáo Hoàng Honorius III,Đức Giáo Hoàng Honorius III,1,1.0
Có gì trường đại học Anh đã các Thầy Dòng Đa Minh xuất hiện trong?,Đại học Paris,Oxford,0,0.0
Ai bổ nhiệm Dòng Đa Minh để bắt đầu tra xét?,Calvin Coolidge,Đức Giáo Hoàng Gregory IX,0,0.0
Các nhà thần học về những gì thành phố của Đức đã đưa ra kháng Dominican thứ tự?,"Các lạm dụng kháng sinh, như penicillin và erythromycin,",Cologne,0,0.0
"Năm 1910, có bao nhiêu anh em Ða Minh đã tích cực tham gia vào các công việc theo thứ tự?",hơn 2 triệu,4472,0,0.0
Nước nào đã tổ chức một vị trí nổi bật trong phong trào hồi sinh?,Neo-lôi,Pháp,0,0.0
Khi đã tỉnh của Pháp theo giáo luật dựng lên?,.,1850,0,0.0
Những gì đã chuẩn bị tại Ecole Biblique?,dưới chuẩn.,Jerusalem Bible,0,0.0
Có gì Dominica thành lập Revue Thomiste?,Père Thomas Coconnier,Père Thomas Coconnier,1,1.0
các thành viên ngày nay tiếp tục làm những gì cho Dòng Đa Minh?,"những gì bạn phải làm.'"".","để khen ngợi, chúc phước cho, để rao giảng",0,0.0
đã Dominic cầu nguyện cho ai?,'tội nhân đáng thương.,tội nhân đáng thương,0,0.5
Loại người đàn ông Dominic?,"vui vẻ, từ thiện và tràn đầy sức sống không ngừng.",một người đàn ông cầu nguyện,0,0.0
Đâu Dominic muốn đệ tử của Ngài tìm kiếm sự thật?,phúc âm của Chúa Kitô.,phúc âm của Chúa Kitô,0,0.8000000000000002
Gì đã Humbert sử dụng để dạy thậm chí các thành viên yếu kém của Dòng Đa Minh?,ngôn ngữ không biến chứng,ngôn ngữ không biến chứng,1,1.0
đã Albert Magnus giới thiệu người cho sinh viên Dominica thứ tự?,Aristotle,Aristotle,1,1.0
đức tin của con người vào Thiên Chúa theo Albertus Magnus tăng cường những gì?,"ý tưởng, rút ra từ Dionysus,",khôn ngoan,0,0.0
đức gì hướng dẫn các Kitô hữu trong sự hiểu biết của họ về Đức Chúa Trời?,một mô phỏng cuộc sống của ông.,mềm mại và hướng dẫn tổ chức từ thiện,0,0.0
Ai muốn đặt thần bí vào Dòng Đa Minh?,Những người châu Âu của trật tự,Albertus Magnus,0,0.0
Mà các bài viết giới thiệu ý tưởng về 'vô' để Order of Preachers?,Tito,tác phẩm Kitô giáo của người Do Thái và đầu,0,0.0
Có bao nhiêu nữ Dominica nhà có ở Đức?,bảy mươi tư,bảy mươi tư,1,1.0
Có bao nhiêu ni viện Dominican đã có bằng 1358?,157 ni viện,157,0,0.5
Ai là ni viện thuộc thẩm quyền của?,thẩm quyền quân sự.,tu sĩ,0,0.0
Sau những gì tuổi có thể phụ nữ trở thành thành viên của Dòng Đa Minh?,không thể trở thành linh mục.,mười ba,0,0.0
Ai đã các tu sĩ xây dựng một nhà nguyện để vinh danh?,Saxon,Đức Trinh Nữ Maria,0,0.0
thần bí tiếng Anh được sáng tác có bao nhiêu yếu tố?,Bốn yếu tố.,Bốn,0,0.5
Ai là trung tâm của tất cả những kinh nghiệm thần bí?,"Thiên Chúa,",Kitô,0,0.0
đã thần bí tiếng Anh có xu hướng gì để tập trung vào các nghiên cứu của họ?,"kinh nghiệm ngây ngất của sự hiệp nhất với Thiên Chúa,",các giá trị đạo đức mà các sự kiện trong cuộc đời Chúa Kitô minh họa,0,0.07407407407407407
Có bao nhiêu trường công lập được quy định bởi 1868 Public Schools Act?,mười,mười,1,1.0
Có bao nhiêu người Anh thủ tướng tham dự Eton?,19,19,1,1.0
Có bao nhiêu học sinh nhận được hỗ trợ tài chính tại Eton?,20% học sinh,20%,0,0.5
Có bao nhiêu vịnh được nhà nguyện originially nhằm có?,"Ước,",mười tám - hoặc có thể là mười bảy,0,0.0
Giữa những gì năm đã được Đại sảnh xây dựng?,họ,1441 và 1460,0,0.0
Xung quanh những gì năm đã xây dựng tiếp tục sau một thời gian đấu tranh tài chính?,penalty.,1517,0,0.0
"Ai được incorrctly trích dẫn khi nói ""The Battle of Waterloo đã giành chiến thắng trên chơi-lĩnh vực Eton""?",Các Công tước Wellington,Công tước Wellington,0,0.8571428571428571
Trong những năm là Công tước Wellington tại Eton?,1781-1784,1781-1784,1,1.0
Mà câu lạc bộ tại Eaton là dành cho người đi xe máy?,572fe161947a6a140053cdb2,59 Club,0,0.0
Có bao nhiêu học sinh nhận được một số hình thức hỗ trợ tài chính?,hỗ trợ. .,lên đến một phần ba,0,0.0
Có bao nhiêu học giả ban đầu đã có trong bản gốc Trường?,bao nhiêu,bảy mươi,0,0.0
Có bao nhiêu nhà sinh viên ngoại trú đang ở Eaton?,24,24,1,1.0
"Nếu một chàng trai bầu để sống trong một ngôi nhà sinh viên ngoại trú thay cho nhà trường, những gì được họ gọi là?",sinh viên ngoại trú học giả.,sinh viên ngoại trú học giả,0,0.8333333333333334
Trong hoàn cảnh nào được học bổng sinh viên ngoại trú trao?,liên tục biểu diễn xuất sắc trong học và thi bên ngoài.,liên tục biểu diễn xuất sắc trong học và thi bên ngoài,0,0.9166666666666666
nhiệm vụ chung của sinh viên đầy tớ trai là gì?,"dọn dẹp, nấu ăn, và chạy việc vặt.","dọn dẹp, nấu ăn, và chạy việc vặt",0,0.875
Có bao nhiêu sinh viên hiện nay có các khóa học Trung Quốc tại Eaton?,Ả,hơn 100,0,0.0
Người thiết kế tòa nhà học tại Eton?,David Cameron,Henry Woodyer,0,0.0
Đối với những gì được giải Huxley trao?,Huxley,dự án về một chủ đề khoa học,0,0.0
"Khi một sinh viên đã làm việc Sent Up For Good, đã ký tên vào thẻ mà họ nhận được?","chữ ký của nhà sư, gia sư và thạc sĩ phận.","nhà sư, gia sư và thạc sĩ phận",0,0.7368421052631579
trái ngược với một Hiện Up là gì?,giải thích chúng.,"một ""Rip""",0,0.0
một ví dụ về một công cụ ít được biết đến giảng dạy tại Eton là gì?,các bức tường trò chơi Eton,didgeridoo,0,0.0
tên của nhà hát lớn nhất Eton là gì?,nguồn].,Farrer,0,0.0
Có bao nhiêu tác phẩm nhà không Eton chạy mỗi năm?,bốn,khoảng 8 hoặc 9,0,0.0
"Ai chịu trách nhiệm cho nhiệm vụ giai đoạn tay, ánh sáng, âm thanh, và quản lý?",thanh thiếu niên,nam từ Trường,0,0.0
Tại sao là một tổ chức từ thiện có lợi cho Eton?,giảm thuế đáng kể.,giảm thuế đáng kể,0,0.75
Ai được cấp tiền để Eton cho một phức hợp thể thao vào năm 1995?,xổ số quốc gia,xổ số quốc gia,1,1.0
Khi đã mở Thames Valley Athletics Trung tâm?,1500 trước Công nguyên.,tháng 4 năm 1999,0,0.0
Ai đã khiếu nại cô đã bị oan bị sa thải bởi Eton và giành trường hợp của cô?,Sarah Forsyth,Sarah Forsyth,1,1.0
đã Sarah Forsyth cung cấp những gì làm bằng chứng để nhiệm vụ chấm dứt và việc không công bằng của mình?,Burke.,"bí mật ghi lại cuộc nói chuyện với cả hai Hoàng tử Harry và Head cô Sở, Ian Burke",0,0.0
Ai đã bị chỉ trích vì đã không xử lý các trường hợp Forsyth một cách độc lập?,Trưởng Thạc sĩ,Trưởng Thạc sĩ,1,1.0
"Điều gì đã làm các trường chọn để đóng góp tiền theo hướng, trong ánh sáng của những cáo buộc của họ?",là..,quỹ giáo dục từ thiện mới,0,0.0
Bao nhiêu đã Eton nhận trợ cấp nông nghiệp trong năm 2005?,"£ 2,652","£ 2,652",1,1.0
Theo những gì chính sách là Eton thể nhận tiền mà không nuôi?,Common Chính sách Nông nghiệp.,Common Chính sách Nông nghiệp,0,0.8000000000000002
"Trong năm 2010, có bao nhiêu người nộp đơn từ Eton đã được chấp nhận vào học Oxford?",37,37,1,1.0
"Ai mô tả các sự kiện tiếp cận cộng đồng tại Eton là ""không công bằng và không thể bảo vệ?""",Lao động MP David Lammy,Lao động MP David Lammy,1,1.0
Có bao nhiêu sự kiện tiếp cận cộng đồng đã được tổ chức tại Eton bởi Đại học Oxford vào năm 2010?,chín,chín,1,1.0
Mà các trường tư thục đã nhiều tổ chức các sự kiện tiếp cận hơn Eton?,"kỳ nghỉ nổi tiếng nhất Eton của diễn ra trên cái gọi là ""Thứ",Wellington College,0,0.0
Có bao nhiêu sinh viên tương lai nhận được email nhầm vào tháng năm 2015 không?,"400 sinh viên tương lai,",400,0,0.33333333333333337
Đã tuyên bố chính thức Eton nói rằng họ đã là chuyện nghiêm trọng hoặc frivilously?,đó là 'một chút bí ẩn'.,cực kỳ nghiêm túc,0,0.0
Trong đó năm được học bổng Hennessy thành lập?,học bổng.,2005,0,0.0
Nơi nào Hennessy Các học giả thường cư trú?,Class,Wotton nhà,0,0.0
một cựu alumn Eton và biên tập viên hiện tại của The Mail on Sunday là ai?,Geordie Greig.,Geordie Greig,0,0.5
"Theo nam diễn viên Dominic Wes, ông sẽ gửi con mình đến Eton?",sẽ hãm mình,"Vâng, tôi sẽ",0,0.3333333333333333
Mà tiểu bang diễn viên có những quan niệm sai lầm phổ biến về Eton?,áp dụng các phần nhất định của bố lại và từ chối người khác.,Tom Hiddleston,0,0.0
Ai được cho là đã thành lập Cork?,Cork of Music và Crawford,Saint Finbarr,0,0.0
nào các Norsemen cung cấp những gì để tu viện?,"Edward, cùng với liền kề Cung điện Westminster,",hàng khác khó có được thương mại,0,0.0
Những phần nào của quốc phòng Cork vẫn ngày hôm nay?,một số trạm hải tặc nhỏ,số phần tường và cửa,0,0.1818181818181818
thời tiết như ở Cork là gì?,Maritime,nhẹ và thay đổi với lượng mưa dồi dào và thiếu thái cực nhiệt độ,0,0.0
Ai giữ một trạm thời tiết ở Cork?,Met Éireann,Met Éireann,1,1.0
thường là loại kết tủa rằng Cork nhận được là gì?,Giấy chứng nhận đại học,mưa,0,0.0
Những nữ diễn viên Hollywood đầu tiên bắt đầu vào Cork tại Công ty Corcadorca hát?,đoàn kịch,Cillian Murphy,0,0.0
Những ca sĩ opera lớn đã được sinh ra ở Cork?,Cara,"Cara O'Sullivan, Mary Hegarty, Brendan Collins, và Sam McElroy",0,0.19999999999999998
Người điều hành sân khấu âm nhạc ngầm ở Cork?,cảnh ngầm Cork được tài trợ bởi Plugd ghi.,Plugd ghi,0,0.1818181818181818
Khi đã Cork bắt đầu thấy mọi người từ Nga và Lithuania nhập cư vào thành phố của họ?,cuối thế kỷ 19.,cuối thế kỷ 19,0,0.75
Khi được South Coast Radio và ERI chạy trạm cướp biển của họ ra khỏi Cork?,năm 1980.,năm 1980,0,0.5
"Mà Ailen báo có nó homebase ở Cork, Ireland?",Quốc Maritime College of Ireland,Ailen Examiner,0,0.0
Từ đó thời gian là những tòa nhà ở Cork từ đâu?,CIT,Medieval đến thời kỳ hiện đại,0,0.0
Có bao nhiêu nhà thờ làm chủ Cork?,Cork,hai,0,0.0
Khi nào Nhà hát Hoàng gia đốt?,1982.,1840,0,0.0
Những gì các tòa nhà cao nhất ở Cork là gì?,được họ điều,Các Elysian,0,0.0
các công ty dược phẩm nổi tiếng nhất tại Cork là gì?,Viagra.,Viagra,0,0.0
Điều gì đang Factory Ferro biết đến với sản xuất?,họ,45% kẹo Tic Tac nhất thế giới,0,0.0
Người điều hành xe buýt công cộng ở Cork?,được điều hành bởi Qbuzz,Bus Éireann,0,0.0
mục đích của cầu vượt Kinsale đường là gì?,loại bỏ một nút cổ chai cho giao thông hướng tới Cork,loại bỏ một nút cổ chai cho giao thông hướng tới Cork Sân bay hoặc Killarney,0,0.8571428571428571
thành phố đường sắt trung tâm nhất của Ireland là gì?,.,Cork,0,0.0
Có bao nhiêu trạm đường sắt đã có nút chai trong những năm qua?,mười tám,Tám,0,0.0
Nơi nào đường sắt chính có nguồn gốc?,Hy Lạp,Dublin Heuston,0,0.0
Có bao nhiêu hệ thống xe điện đang ở Cork?,Cork Thương mại là hậu Rời,hai mạng tram,0,0.0
Mà dòng đã được mở cửa trở lại trong năm 2009?,đầu tư của Mỹ,Glounthaune để Midleton,0,0.0
người ta có thể nghiên cứu các đối tượng hải lý và biển trong Cork ở đâu?,Maritime College of Ireland,Quốc Maritime College of Ireland,0,0.888888888888889
Ai cung cấp đào tạo nghề ở Cork?,Trường Cork Thương mại,Trường Cork Thương mại,1,1.0
các môn thể thao lớn nhất là gì rút ra trong Cork?,cricket,ném và bóng đá,0,0.0
Có bao nhiêu vô địch All-Ireland đã Cork thắng?,Rời,30,0,0.0
Có bao nhiêu danh hiệu All-Ireland Senior Football Championship đã lọt vào tay Cork?,7,7,1,1.0
Những loại ném làm những người phụ nữ của Cork chơi?,Camogie,Camogie,1,1.0
Những loại faring thể thao biển có sẵn trong Cork?,cricket,mái chèo và buồm,0,0.0
Khi được Cork County Cricket Club thành lập?,1874.,1874,0,0.0
Những giải đấu nào Cork County Cricket Club thuộc về?,Leinster Senior,Leinster Senior giải,0,0.8
Đã bao nhiêu lần có Lions Leeside giành Australian Rules Football League of Ireland Premiership?,bốn lần,bốn lần,1,1.0
chế độ liên bang và confederalism ý nghĩa phổ biến trong thế kỷ 18 là gì?,một,một giải đấu đơn giản hay mối quan hệ liên chính phủ giữa các quốc gia có chủ quyền dựa trên một hiệp ước,0,0.07999999999999999
"Tại Hoa Kỳ, những gì đã được chủ nghĩa liên bang gọi?",niềm tin vào một chính quyền trung ương mạnh.,niềm tin vào một chính quyền trung ương mạnh,0,0.8888888888888888
Ai có một lịch sử lớn hơn của các quốc gia đơn nhất?,Uruguay.,Châu Âu,0,0.0
chi nhánh gì Mỹ muốn hạn chế theo mô hình liên bang?,kết luận điều ước quốc tế,tư pháp,0,0.0
Khi là Brazil sụp đổ của chế độ quân chủ?,1889,1889,1,1.0
hệ thống fonseca là gì?,quy định thương mại giữa các bang.,quy định thương mại giữa các bang,0,0.8571428571428571
"Khi tiere thứ ba đã được bổ sung trên, nó là những gì trong hình thức?",vitamin A và / hoặc kẽm.,panchayats và Đô thị,0,0.2
một khía cạnh khác biệt của chủ nghĩa liên bang Ấn Độ là gì?,không đối xứng.,không đối xứng,0,0.6666666666666666
những người ủng hộ mạnh mẽ nhất của liên bang châu Âu là ai?,tư pháp,"Đức, Ý, Bỉ và Luxembourg",0,0.0
Ai phản đối việc Liên bang châu Âu?,Hầu hết mọi người,"Vương Quốc Anh, Đan Mạch và Pháp",0,0.0
Khi nào cuộc chiến tranh liên bang kết thúc?,1863,1863,1,1.0
nào liên bang Bỉ có bao nhiêu thành phần?,bình,ba thành phần,0,0.0
Làm thế nào mà họ quản lý những căng thẳng trong hiện tại của quá trình chuyển đổi dân chủ Tây Ban Nha để?,tránh cho nhãn như 'liên bang' để sắp xếp lãnh thổ.,người dự thảo hiến pháp Tây Ban Nha hiện tại tránh cho nhãn như 'liên bang' để sắp xếp lãnh thổ,0,0.6249999999999999
chế độ gì của chính phủ nào vô chính phủ thích?,chế độ liên bang hoặc confederalism.,chế độ liên bang hoặc confederalism,0,0.8333333333333334
Ai thu nhỏ lại một số cải cách từ Yeltsin?,Gorbachev,Vladimir Putin,0,0.0
Chuyện gì xảy ra trong chế độ liên bang số 46?,"James Madison khẳng định rằng các tiểu bang và chính phủ quốc gia ""là",James Madison khẳng định rằng các tiểu bang và chính phủ quốc gia,0,0.962962962962963
nào khoản cần thiết và đúng cách phải làm gì?,"những gì bạn phải làm.'"".","cung cấp cho chính phủ liên bang quyền lực ngầm để vượt qua bất kỳ luật ""cần thiết và thích hợp"" để thực hiện quyền hạn rõ ràng của nó",0,0.0
