question,prediction,truth,exact_match,f1
Thí sinh trúng tuyển bảo lưu kết quả học tập cần làm gì khi có ý định nhập học lại?,tháng, thí sinh phải làm đơn xin nhập học kèm theo quyết định bảo lưu nộp P. ĐTĐH của Trường trước khi bắt đầu học kỳ ít nhất 1 tháng để được giải quyết.,0,0.05882352941176471
Đơn xin nhập học lại của thí sinh trúng tuyển đã bảo lưu kết quả phải được nộp cho phòng ban nào của Trường?,P. ĐTĐH của Trường,nộp P. ĐTĐH của Trường ,0,0.888888888888889
Phòng ban nào của Trường tiếp nhận đơn xin nhập học lại của thí sinh trúng tuyển đã bảo lưu kết quả?,P. ĐTĐH của Trường,nộp P. ĐTĐH của Trường ,0,0.888888888888889
"Để đơn xin nhập học lại được giải quyết, phải nộp trong thời gian nào?",trước khi bắt đầu học kỳ ít nhất 1 tháng,trước khi bắt đầu học kỳ ít nhất 1 tháng để được giải quyết.,0,0.8333333333333333
"Muốn nhập học lại, thí sinh cần đem giấy tờ gì đến nộp P. ĐTĐH của Trường ?",đơn xin nhập học, đơn xin nhập học kèm theo quyết định bảo lưu,0,0.5714285714285715
Trường có mở lớp học tiếng anh hay không?,nhận.,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên.",0,0.0
Em muốn học thêm ngoại ngữ thì trường có những hỗ trợ nào không?,"mở với thời khóa biểu riêng,","Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường",0,0.15384615384615385
Có nhu cầu học thêm ngoại trong trường nên tò mò không biết trường có mở lớp không ta?,Các lớp học ngoại ngữ,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.12987012987012989
Học ngoại ngữ có phải học phần bắt buộc không?,không,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.0273972602739726
Có bị bắt buộc phải học ngoại ngữ trong trường không?,tự do đăng ký học các lớp ngoại ngữ,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.2222222222222222
Tiếng anh có nằm trong chương trình đào tạo của sinh viên chính quy không?,có,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.0
Khi nào có thể đăng ký học cải thiện tiếng anh?,nhận.,Trong học kỳ hè sinh viên có thể đăng ký học mới và học lại/học cải thiện các môn ngoại ngữ.,0,0.0
Lỡ lịch học ngoại ngữ ở trường của em bị trùng với lịch học chính khóa thì em nghỉ học một trong hai à?,học kỳ hè,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.026666666666666665
Lịch học ngoại ngữ có bị chồng chéo với lịch học chính khóa không?,không,"Các lớp học ngoại ngữ nằm trong chương trình đào tạo cho sinh viên chính quy sẽ được mở với thời khóa biểu riêng, linh động theo nhu cầu của sinh viên. Sinh viên sẽ được tự do đăng ký học các lớp ngoại ngữ theo điều kiện môn tiên quyết và không trùng giờ học với các môn học chính khóa mà sinh viên đang học trên hệ thống của Trường. ",0,0.0273972602739726
Học phí các môn học ngoại ngữ?,học,"Học phí các môn ngoại ngữ trong chương trình đào tạo được tính theo quy định: học lần đầu được tính trọn gói trong học phí học kỳ, học lần thứ hai trở đi được coi là học lại/cải thiện",0,0.04878048780487806
Học ngoại ngữ ở trường thì tiền bạc thế nào?,"học lần đầu được tính trọn gói trong học phí học kỳ,","Học phí các môn ngoại ngữ trong chương trình đào tạo được tính theo quy định: học lần đầu được tính trọn gói trong học phí học kỳ, học lần thứ hai trở đi được coi là học lại/cải thiện",0,0.3846153846153846
Học ngoại ngữ ở trường lần thứ 2 thì có tốn tiền không?,không,"Học phí các môn ngoại ngữ trong chương trình đào tạo được tính theo quy định: học lần đầu được tính trọn gói trong học phí học kỳ, học lần thứ hai trở đi được coi là học lại/cải thiện",0,0.0
"Đối với học phần ngoại ngữ, em đang chuẩn bị học lại lần thứ 2 thì phải đóng học phí như lần đầu hay là sao?","học lần đầu được tính trọn gói trong học phí học kỳ,","Học phí các môn ngoại ngữ trong chương trình đào tạo được tính theo quy định: học lần đầu được tính trọn gói trong học phí học kỳ, học lần thứ hai trở đi được coi là học lại/cải thiện",0,0.3846153846153846
Điểm của học phần ngoại ngữ được tích lũy vào đâu?,học kỳ 2 cùng năm học.,Thời điểm thi kết thúc môn học thuộc học kỳ nào thì Trường sẽ tính điểm cho sinh viên vào học kỳ đó. Riêng các lớp có thời điểm thi kết thúc môn học thuộc học kỳ hè sẽ được tính vào học kỳ 2 cùng năm học.,0,0.2222222222222222
Cách tích lũy điểm của học phần ngoại ngữ?,Thời điểm thi kết thúc môn học thuộc học kỳ nào,Thời điểm thi kết thúc môn học thuộc học kỳ nào thì Trường sẽ tính điểm cho sinh viên vào học kỳ đó. Riêng các lớp có thời điểm thi kết thúc môn học thuộc học kỳ hè sẽ được tính vào học kỳ 2 cùng năm học.,0,0.3389830508474576
Em thi tiếng anh vào học kỳ hè thì điểm của môn đó được tính vào học kỳ nào nhỉ?,học kỳ 2,học kỳ 2 cùng năm học.,0,0.6666666666666666
Đối tượng nào có thể được Trường xem xét cho trở thành sinh viên dự thính?,"Các cá nhân có nhu cầu học bổ túc kiến thức một số môn học,","Các cá nhân có nhu cầu học bổ túc kiến thức một số môn học, có đủ điều kiện về nhân thân và trình độ",0,0.7499999999999999
"Trường xem xét cho một cá nhân trở thành sinh viên dự thính khi cá nhân đó thỏa mãn yêu cầu nào?
","học bổ túc kiến thức một số môn học,","Các cá nhân có nhu cầu học bổ túc kiến thức một số môn học, có đủ điều kiện về nhân thân và trình độ",0,0.5294117647058824
"Điều kiện để trở thành sinh viên dự thính
",có đủ điều kiện về nhân thân và trình độ,"Các cá nhân có nhu cầu học bổ túc kiến thức một số môn học, có đủ điều kiện về nhân thân và trình độ",0,0.5714285714285715
Sinh viên dự thính được cấp giấy chứng nhận việc theo học và kết quả học tập của các môn học đã đăng ký khi nào?,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường.,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường. ,0,1.0
Giấy chứng nhận việc theo học và kết quả học tập của các môn học đã đăng ký được cấp cho sinh viên dự thính dưới điều kiện nào?,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường.,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường. ,0,1.0
"Để được cấp giấy chứng nhận việc theo học và kết quả học tập của các môn học đã đăng ký, sinh viên dự thính cần phải làm gì?",thực hiện đầy đủ nghĩa vụ theo các quy định của Trường.,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường. ,0,1.0
Sinh viên dự thính có được cấp bằng tốt nghiệp đại học không?,không,không được ,0,0.6666666666666666
Bằng tốt nghiệp đại học có thể được cấp cho sinh viên dự thính hay không?,không,không được ,0,0.6666666666666666
Sinh viên dự thính cần làm gì để được cấp bằng tốt nghiệp đại học?,thực hiện đầy đủ nghĩa vụ theo các quy định của Trường.,Sinh viên dự thính không được cấp bằng tốt nghiệp đại học. ,0,0.0
Ai là người xem xét và đưa ra quyết định thu nhận sinh viên dự thính?,Hiệu trưởng,Hiệu trưởng,1,1.0
Một cá nhân muốn trở thành sinh viên dự thính phải thông qua sự xem xét và quyết định của ai?,Trường,Hiệu trưởng,0,0.0
Sinh viên tự do và dự thính có được hưởng chính sách dành cho sinh viên chính quy hay không?,không,không được ,0,0.6666666666666666
Chính sách dành cho sinh viên chính quy có được áp dụng với sinh viên tự do và dự thính hay không?,không,không được ,0,0.6666666666666666
Điểm khác biệt giữa sinh viên tự do và dự thính với sinh viên chính quy là gì?,Sinh,"Sinh viên tự do và dự thính không được hưởng chính sách dành cho sinh viên chính quy, phải đóng học phí theo mức riêng.",0,0.07692307692307693
Mức học phí của sinh viên tự do và dự thính có tương đương với mức học phí của sinh viên chính quy hay không?,không,"Sinh viên tự do và dự thính không được hưởng chính sách dành cho sinh viên chính quy, phải đóng học phí theo mức riêng.",0,0.07692307692307693
Mức học phí của sinh viên chính quy có được áp dụng với sinh viên tự do và dự thính hay không?,không,"Sinh viên tự do và dự thính không được hưởng chính sách dành cho sinh viên chính quy, phải đóng học phí theo mức riêng.",0,0.07692307692307693
Thời gian thiết kế để sinh viên hoàn thành chương trình giáo dục của một ngành chuyên môn ở trình độ đại học được gọi là gì?,khóa học,Khóa học,0,0.5
"Đối với người có bằng tốt nghiệp trung học phổ thông hoặc bằng tốt nghiệp trung cấp, thời gian đào tạo trình độ đại học là bao nhiêu?",từ 3 đến 5 năm,từ 3 đến 5 năm,1,1.0
"Đào tạo trình độ đại học trong khoảng thời gian từ 1,5 năm đến 2,5 năm được áp dụng với đối tượng nào?",người có bằng tốt nghiệp cao đẳng,người có bằng tốt nghiệp cao đẳng cùng ngành đào tạo ,0,0.7777777777777778
"Thời gian đào tạo liên thông, văn bằng 2 được xác định thế nào?",Nghĩa,xác định trên cơ sở học phần và khối lượng tích lũy quy định cho từng chương trình.,0,0.0
Sinh viên có được rút ngắn hoặc kéo dài thời gian đào tạo hay không?,được,Tuỳ theo khả năng học tập,0,0.0
Thời lượng tối đa sinh viên được kéo dài thời gian học?,4 học kỳ chính.,4,0,0.4
Thời lượng tối đa sinh viên được rút ngắn thời gian học?,2 học kỳ chính, Sinh viên được phép rút ngắn tối đa 2 học kỳ chính ,0,0.5
"Quá thời hạn tối đa của khóa học, chuyện gì sẽ xảy ra với sinh viên?",bị xóa tên khỏi danh sách sinh viên chính quy.,sẽ bị xóa tên khỏi danh sách sinh viên chính quy. ,0,0.9523809523809523
Sinh viên sẽ bị gì nếu quá thời hạn tối đa của khóa học?,bị xóa tên khỏi danh sách sinh viên chính quy.,sinh viên sẽ bị xóa tên khỏi danh sách sinh viên chính quy. ,0,0.8695652173913044
Nếu sinh viên có nguyện vọng tiếp tục hoàn thành chương trình đào tạo thì cần làm thủ tục gì?,số tín chỉ tích lũy tối thiểu là 70%,"có thể làm đơn để được xem xét chuyển sang sinh viên tự do được quy định tại Khoản 2, Điều 10 của quy chế này.",0,0.0
Đối tượng nào được xem xét chuyển sang sinh viên tự do?,"Sinh viên năm thứ nhất hoặc năm cuối của thời gian thiết kế khóa học,",sinh viên có nguyện vọng tiếp tục hoàn thành chương trình đào tạo ,0,0.07142857142857144
"Đối tượng nào được kéo dài thêm 2 học kỳ chính so với quy định tại Khoản 2, Điều 6 của Quy chế này?",Các sinh viên được hưởng chính sách ưu tiên,Các sinh viên được hưởng chính sách ưu tiên ,0,1.0
"Nhóm ưu tiên 1 và 2 theo quy chế xét tuyển đại học, cao đẳng được hưởng quyền ưu tiên gì?",kéo dài thêm 2 học kỳ chính,"được kéo dài thêm 2 học kỳ chính so với quy định tại Khoản 2, Điều 6 của Quy chế này",0,0.5
Ai là người có thể quy định mở rộng thời gian tối đa của một khóa đào tạo?,Hiệu trưởng,Hiệu trưởng,1,1.0
Thời gian mở rộng tối đa của một khóa học không vượt quá bao nhiêu lần thời gian thiết kế cho khóa học?,02,02 lần,0,0.6666666666666666
Có thể mở rộng thời gian tối đa của một khóa đào tạo hay không?,có thể quy định mở rộng thời gian tối đa của một khóa đào tạo,Hiệu trưởng có thể quy định mở rộng thời gian tối đa của một khóa đào tạo,0,0.9375
Các loại điểm của học phần được đánh giá theo thang điểm nào?,thang điểm 10.,thang điểm 10,0,0.6666666666666666
Thang điểm cho các loại điểm của học phần?,thang điểm 10.,thang điểm 10,0,0.6666666666666666
Điểm cuối cùng để đánh giá một học phần được gọi là?,điểm học phần.,điểm học phần,0,0.6666666666666666
Thế nào là điểm học phần?,Điểm cuối cùng để đánh giá một học phần,Điểm cuối cùng để đánh giá một học phần,1,1.0
Điểm học phần là gì?,Điểm cuối cùng để đánh giá một học phần,Điểm cuối cùng để đánh giá một học phần,1,1.0
Tiêu chí nào để đánh giá điểm học phần?,đó.,dựa trên kết quả học tập toàn diện của sinh viên trong suốt học kỳ đối với học phần đó,0,0.0
Điểm học phần được đánh giá dựa vào đâu?,đó.,dựa trên kết quả học tập toàn diện của sinh viên trong suốt học kỳ đối với học phần đó,0,0.0
Làm sao đánh giá được điểm học phần?,đó.,dựa trên kết quả học tập toàn diện của sinh viên trong suốt học kỳ đối với học phần đó,0,0.0
"Ngoài điểm thi kết thúc học phần, điểm học phần có thể bao gồm các loại điểm thành phần nào?",tập.,"Điểm kiểm tra giữa học kỳ, điểm đánh giá năng lực hoặc nhận thức của sinh viên trong các buổi thảo luận, điểm đánh giá kết quả thực hành hoặc bài tập, điểm đánh giá mức độ chuyên cần của sinh viên trong quá trình học tập",0,0.0
Các thành phần của điểm học phần ngoài điểm thi kết thúc học phần là gì?,tập.,"Điểm kiểm tra giữa học kỳ, điểm đánh giá năng lực hoặc nhận thức của sinh viên trong các buổi thảo luận, điểm đánh giá kết quả thực hành hoặc bài tập, điểm đánh giá mức độ chuyên cần của sinh viên trong quá trình học tập",0,0.0
Những điểm nào đóng góp vào điểm học phần?,đó.,"Ngoài điểm thi kết thúc học phần, điểm học phần có thể bao gồm các loại điểm thành phần sau: Điểm kiểm tra giữa học kỳ, điểm đánh giá năng lực hoặc nhận thức của sinh viên trong các buổi thảo luận, điểm đánh giá kết quả thực hành hoặc bài tập, điểm đánh giá mức độ chuyên cần của sinh viên trong quá trình học tập",0,0.0
"Điểm kiểm tra giữa học kỳ, điểm đánh giá năng lực hoặc nhận thức của sinh viên trong các buổi thảo luận, điểm đánh giá kết quả thực hành hoặc bài tập, điểm đánh giá mức độ chuyên cần của sinh viên trong quá trình học tập là những thành phần của loại điểm nào?",điểm học phần,điểm học phần,1,1.0
Mỗi loại điểm học phần được làm tròn đến bao nhiêu?,"0,5","0,5",1,1.0
Hệ số riêng của mỗi loại điểm học phần được quy định ở đâu?,trong đề cương chi tiết của từng học phần, trong đề cương chi tiết của từng học phần và được cán bộ giảng dạy thông báo rộng rãi đến sinh viên trong tuần đầu tiên của học kỳ,0,0.4736842105263158
Ai thông báo đến sinh viên về hệ số riêng của mỗi loại điểm thành phần?,cán bộ giảng dạy,cán bộ giảng dạy ,0,1.0
Hệ số riêng của mỗi loại điểm thành phần được thông báo đến sinh viên khi nào?,tuần đầu tiên của học kỳ.,tuần đầu tiên của học kỳ,0,0.8333333333333334
Cách tính điểm học phần?,"tính theo thang điểm 10 và được làm tròn đến 0,1.",". Điểm học phần sẽ là điểm trung bình tính theo hệ số của điểm thi kết thúc học phần và các điểm thành phần, tính theo thang điểm 10 và được làm tròn đến 0,1",0,0.4255319148936171
Điểm học phần được tính như thế nào?,"tính theo thang điểm 10 và được làm tròn đến 0,1.",". Điểm học phần sẽ là điểm trung bình tính theo hệ số của điểm thi kết thúc học phần và các điểm thành phần, tính theo thang điểm 10 và được làm tròn đến 0,1",0,0.4255319148936171
Sinh viên muốn cải thiện điểm đối với học phần có kết quả đạt phải làm thế nào?,đăng ký học lại.,"phải đăng ký học lại học phần đó theo quy định sau: Sinh viên chỉ được cải thiện trong vòng hai học kỳ chính và một học kỳ hè tiếp theo, tính từ học kỳ sinh viên học lần đầu tiên, Sinh viên chỉ được cải thiện đối với những học phần có điểm từ 5,0 đến 5,4",0,0.0967741935483871
Quy định đăng ký học lại học phần có kết quả đạt đối với những sinh viên muốn cải thiện điểm?,"5 điểm trở lên),","Sinh viên chỉ được cải thiện trong vòng hai học kỳ chính và một học kỳ hè tiếp theo, tính từ học kỳ sinh viên học lần đầu tiên, Sinh viên chỉ được cải thiện đối với những học phần có điểm từ 5,0 đến 5,4",0,0.04
"Quy định : ""Sinh viên chỉ được cải thiện trong vòng hai học kỳ chính và một học kỳ hè tiếp theo, tính từ học kỳ sinh viên học lần đầu tiên, Sinh viên chỉ được cải thiện đối với những học phần có điểm từ 5,0 đến 5,4"" áp dụng với đối tượng sinh viên nào?",sinh viên muốn cải thiện điểm phải đăng ký học lại học phần đó,"Đối với học phần có kết quả đạt, sinh viên muốn cải thiện điểm phải đăng ký học lại học phần đó",0,0.7222222222222223
Thời gian học cải thiện điểm của sinh viên đối với học phần có kết quả đạt?,"5 điểm trở lên),","Sinh viên chỉ được cải thiện trong vòng hai học kỳ chính và một học kỳ hè tiếp theo, tính từ học kỳ sinh viên học lần đầu tiên",0,0.0
Học phần có điểm bao nhiêu thì được học cải thiện điểm?,"5,0 đến 5,4,","từ 5,0 đến 5,4",0,0.5714285714285715
Sinh viên chỉ được cải thiện điểm với mức điểm như thế nào?,"5,0 đến 5,4,","từ 5,0 đến 5,4",0,0.5714285714285715
"Kết quả nào được chọn để tính vào ĐTBTLTK, ĐTBCTL?","từ 5,0 điểm trở lên",Kết quả cao nhất trong các lần học ,0,0.0
Kết quả cao nhất trong các lần học sẽ được chọn để tính vào đâu?,học kỳ 2,"tính vào ĐTBTLTK, ĐTBCTL",0,0.0
Điểm của những lần học trước có được lưu trữ không?,không,Điểm của tất cả các lần học được lưu đầy đủ trong kết quả học tập của sinh viên,0,0.0
Tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào thì được tính vào tổng số tín chỉ đăng ký học ở học kỳ đó theo quy định nào? ,Khoản 1 Điều 15,theo quy định tại Khoản 1 Điều 15 của Quy chế này,0,0.5
Quy chế nào quy định tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào thì được tính vào tổng số tín chỉ đăng ký học ở học kỳ đó? ,Khoản 1 Điều 15,theo quy định tại Khoản 1 Điều 15 của Quy chế này,0,0.5
Số tín chỉ tích lũy được khi đăng ký học cải thiện được ghi nhận như thế nào?,tính vào tổng số tín chỉ đăng ký học ở học kỳ đó,"Tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào thì được tính vào tổng số tín chỉ đăng ký học ở học kỳ đó theo quy định tại Khoản 1 Điều 15 của Quy chế này, Tổng số tín chỉ học cải thiện trong quá trình học không được vượt quá 10% tổng số tín chỉ toàn khóa được quy định trong chương trình đào tạo của ngành, khóa học tương ứng",0,0.26966292134831454
Quy định về số tín chỉ đăng ký học cải thiện?,Tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào,"Tổng số tín chỉ đăng ký học cải thiện ở học kỳ nào thì được tính vào tổng số tín chỉ đăng ký học ở học kỳ đó theo quy định tại Khoản 1 Điều 15 của Quy chế này, Tổng số tín chỉ học cải thiện trong quá trình học không được vượt quá 10% tổng số tín chỉ toàn khóa được quy định trong chương trình đào tạo của ngành, khóa học tương ứng. ",0,0.26966292134831454
Tổng số tín chỉ học cải thiện trong quá trình học không được vượt quá bao nhiêu phần trăm tổng số tín chỉ toàn khóa?,10%,10%,1,1.0
Tổng số tín chỉ toàn khóa được quy định ở đâu?,"trong chương trình đào tạo của ngành, khóa học tương ứng.","được quy định trong chương trình đào tạo của ngành, khóa học tương ứng",0,0.8
"Trong trường hợp đặc biệt, sinh viên có thể làm đơn gửi cho ai giải quyết?",Trường,Hiệu trưởng ,0,0.0
Việc đăng ký học phần cải thiện được thực hiện theo quy trình nào?,quy trình đăng ký học phần của Trường.,theo quy trình đăng ký học phần của Trường.,0,0.9411764705882353
Làm thế nào để đăng ký học phần cải thiện?,quy trình đăng ký học phần của Trường.,Việc đăng ký học phần cải thiện được thực hiện theo quy trình đăng ký học phần của Trường.,0,0.5925925925925926
"Em học 2 văn bằng và hiện sắp tốt nghiệp ngành đào tạo thứ hai, vậy em được cấp 2 bằng tốt nghiệp phải không?",có đủ điều kiện tốt nghiệp ở chương trình đào tạo thứ nhất.,"Bằng tốt nghiệp được cấp theo ngành đào tạo, nếu sinh viên tốt nghiệp ngành đào tạo thứ hai theo quy định tại Điều 19 của Quy chế này được cấp bằng tốt nghiệp chuyên ngành phụ.",0,0.2
Quy định nào quy định về việc cấp bằng tốt nghiệp cho chuyên ngành thứ 2?,P.ĐTĐH,quy định tại Điều 19 của Quy chế này,0,0.0
"Bằng tốt nghiệp của tôi ghi sai ngày tháng năm sinh của tôi, nhưng hiện tại tôi đang cần gấp, vậy tôi có thể lấy bằng luôn mà không cần sửa đổi được không?",không,"Bằng chỉ được cấp cho sinh viên khi đã ghi đầy đủ, chính xác các nội dung trên bằng",0,0.0
Bằng tốt nghiệp phải đáp ứng tiêu chí nào thì mới được cấp cho sinh viên?,Chương trình chất lượng cao,"Bằng chỉ được cấp cho sinh viên khi đã ghi đầy đủ, chính xác các nội dung trên bằng.",0,0.0
Nội dung trên bằng tốt nghiệp phải đáp ứng điều kiện gì?,"đáp ứng mục tiêu và chuẩn đầu ra cao hơn,","Bằng chỉ được cấp cho sinh viên khi đã ghi đầy đủ, chính xác các nội dung trên bằng.",0,0.0
Cơ sở nào để xếp loại tốt nghiệp?,ĐHQG-HCM,"Xếp loại tốt nghiệp được xác định dựa trên ĐTBTLTK theo bảng xếp loại quy định tại Khoản 1, Điều 22 của Quy chế này và theo điểm rèn luyện tích lũy",0,0.0
"Làm sao để biết em sẽ đạt loại khá, giỏi hay xuất sắc hay gì đó khi tốt nghiệp?",kết quả học tập toàn khóa,"Xếp loại tốt nghiệp được xác định dựa trên ĐTBTLTK theo bảng xếp loại quy định tại Khoản 1, Điều 22 của Quy chế này và theo điểm rèn luyện tích lũy",0,0.0
Xếp loại tốt nghiệp cho sinh viên dựa trên những yếu tố nào?,ĐTBTLTK,"Xếp loại tốt nghiệp được xác định dựa trên ĐTBTLTK theo bảng xếp loại quy định tại Khoản 1, Điều 22 của Quy chế này và theo điểm rèn luyện tích lũy",0,0.06060606060606061
"Ngoài ĐTBTLTK, tiêu chí xét loại tốt nghiệp còn bao gồm gì nữa?",chương trình đại trà;,theo điểm rèn luyện tích lũy,0,0.0
"Vì sao trong toàn bộ quá trình học em đạt xếp loại ""Xuất sắc"", nhưng bằng tốt nghiệp em nhận lại chỉ được xếp loại ""Giỏi""?",rơi vào một trong các trường hợp sau,"Đối với những sinh viên có kết quả học tập toàn khóa đạt ""Xuất sắc"" hoặc ""Giỏi"", loại tốt nghiệp sẽ giảm 1 bậc nếu rơi vào một trong các trường hợp sau (nếu vi phạm nhiều hơn  thì cũng chỉ xét giảm 1 bậc): Có thời gian học tập tại Trường vượt quá 02 học kỳ so với thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin, có số tín chỉ học lại vượt quá 5% tổng số tín chỉ toàn khóa, điểm rèn luyện nhỏ hơn 80, đã bị kỷ luật trong thời gian học mức cảnh báo trở lên",0,0.1142857142857143
Lí do nào mà xếp loại tốt nghiệp của em bị giảm xuống 1 bậc?,rơi vào một trong các trường hợp sau,"Đối với những sinh viên có kết quả học tập toàn khóa đạt ""Xuất sắc"" hoặc ""Giỏi"", loại tốt nghiệp sẽ giảm 1 bậc nếu rơi vào một trong các trường hợp sau (nếu vi phạm nhiều hơn  thì cũng chỉ xét giảm 1 bậc): Có thời gian học tập tại Trường vượt quá 02 học kỳ so với thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin, có số tín chỉ học lại vượt quá 5% tổng số tín chỉ toàn khóa, điểm rèn luyện nhỏ hơn 80, đã bị kỷ luật trong thời gian học mức cảnh báo trở lên",0,0.1142857142857143
"Vì sao khi tốt nghiệp, em lại nhận được bằng loại ""Khá"" trong khi kết quả học tập toàn khóa của em được xếp loại ""Giỏi""?",rơi vào một trong các trường hợp sau,"Đối với những sinh viên có kết quả học tập toàn khóa đạt ""Xuất sắc"" hoặc ""Giỏi"", loại tốt nghiệp sẽ giảm 1 bậc nếu rơi vào một trong các trường hợp sau (nếu vi phạm nhiều hơn  thì cũng chỉ xét giảm 1 bậc): Có thời gian học tập tại Trường vượt quá 02 học kỳ so với thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin, có số tín chỉ học lại vượt quá 5% tổng số tín chỉ toàn khóa, điểm rèn luyện nhỏ hơn 80, đã bị kỷ luật trong thời gian học mức cảnh báo trở lên",0,0.1142857142857143
"Kết quả học tập toàn khóa của em đạt loại ""Giỏi"", nhưng thời gian học tập tại trường của em lâu hơn quy định 3 học kỳ và chỉ đạt điểm rèn luyện là 60, vậy em bị xét giảm bao nhiêu bậc khi xếp loại tốt nghiệp?",giảm 1 bậc,". Đối với những sinh viên có kết quả học tập toàn khóa đạt ""Xuất sắc"" hoặc ""Giỏi"", loại tốt nghiệp sẽ giảm 1 bậc nếu rơi vào một trong các trường hợp sau (nếu vi phạm nhiều hơn  thì cũng chỉ xét giảm 1 bậc): Có thời gian học tập tại Trường vượt quá 02 học kỳ so với thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin, có số tín chỉ học lại vượt quá 5% tổng số tín chỉ toàn khóa, điểm rèn luyện nhỏ hơn 80, đã bị kỷ luật trong thời gian học mức cảnh báo trở lên",0,0.04411764705882353
Thời gian thiết kế học tập được quy định tại điều khoản nào?,"Khoản 2, Điều 6","thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin",0,0.13953488372093026
Cơ sở pháp lí của thời gian thiết kế khóa học?,học phần và khối lượng tích lũy quy định cho từng chương trình.,"thời gian thiết kế được quy định tại Khoản 1, Điều 6 của Quy chế ban hành theo quyết định số 813/QĐ- ĐHCNTT-ĐTĐH, ngày 16 tháng 11 năm 2017 của Hiệu trưởng Trường Đại học Công nghệ Thông tin",0,0.11538461538461538
